file,label,bfcc,lfcc,lpc,lpcc,mfcc,imfcc,msrcc,ngcc,psrcc,plp,rplp,mel_filter_banks,bark_filter_banks,gammatone_filter_banks,spectrum,mean_frequency,peak_frequency,frequencies_std,amplitudes_cum_sum,mode_frequency,median_frequency,frequencies_q25,frequencies_q75,iqr,freqs_skewness,freqs_kurtosis,spectral_entropy,spectral_flatness,spectral_centroid,spectral_bandwidth,spectral_spread,spectral_rolloff,energy,rms,zcr,spectral_mean,spectral_rms,spectral_std,spectral_variance,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindex
DF_E_2000011.flac,spoof,0.0,7.752784896454993e-18,0.3934123939355536,5.869222391410224e-17,7.752784896454993e-18,-1.9381962241137483e-18,1.1629177344682491e-17,-3.101113958581997e-17,3.8763924482274966e-18,0.03713172377177936,-0.18160637068565205,0.04649805447470817,0.062065669644509616,0.033435038644891134,1.2204645010104547e-13,257062.0,94.0,1159.1468712041171,1.4791253222741203e-11,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,2.245851274361588,6139.163493320314,2509.738036236864,0,3169.033058079611,4615.834889236515,8.504439126096457e-05,0.086848754624217,0.16185968326992833,1.2204645010104547e-13,6.514651622927687e-13,6.399308725939674e-13,4.0951152169887647e-25,153.14180390095288,88.39779005524862,200.0,1472.8666666666666,63.0,3985.0,3922.0,0.034482758620689655
DF_E_2000013.flac,spoof,-1.0312666701888246e-17,-3.437555567296082e-18,0.39341242063700865,0.0,6.875111134592164e-18,-1.718777783648041e-17,-3.093800010566474e-17,9.882972255976237e-18,6.875111134592164e-18,0.03713473790287068,-0.1816063758981916,0.04649805447470817,0.062065669644509616,0.033435038644891134,6.298809687494818e-14,257062.0,94.0,1159.1468712041171,7.911097016886655e-12,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,0.741859435372913,4078.7461205100503,2083.6817144605957,0,2032.5315444766989,4903.178190875963,3.139912070923317e-05,0.12256027544388379,0.12276935860404385,6.298809687494818e-14,6.149568646600201e-13,6.117225229175026e-13,3.7420444504455446e-25,172.025363104776,0.0,200.0,1175.4102564102564,94.0,3860.0,3766.0,0.026315789473684213
DF_E_2000024.flac,spoof,4.455744580435411e-18,1.1881985547827762e-17,0.39341241576153696,9.109522253334617e-17,1.7822978321741644e-17,-1.4852481934784702e-17,2.6734467482612466e-17,1.1881985547827762e-17,-4.455744580435411e-18,0.03713188018377217,-0.181606374881467,0.04649805447470817,0.062065669644509616,0.033435038644891134,1.970185047787912e-15,257062.0,94.0,1159.1468712041171,2.3666100305302443e-13,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,1.54547341967033,21731.311850437294,5207.459699682083,0,4817.246771873052,4449.979114452798,7.97532317959968e-06,0.06770062976358407,0.23897637795275592,1.970185047787912e-15,1.4156498073133795e-14,1.4018730633410207e-14,1.9652480857211375e-28,175.72632329156548,83.7696335078534,200.0,1517.860465116279,63.0,3954.0,3891.0,0.023809523809523808
DF_E_2000026.flac,spoof,-3.1352978988360584e-17,4.4923671386307704e-17,0.39341245120511115,0.0,1.8718196410961543e-17,-2.620547497534616e-17,nan,3.7436392821923084e-18,nan,0.03713029766016137,-0.1816063871486349,0.04649805447470817,0.062065669644509616,0.033435038644891134,1.7520926402623325e-16,257062.0,94.0,1159.1468712041171,2.197999977697424e-14,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,1.5712727433108151,16408.084652485566,1069.1162167787238,0,1103.706758986237,5079.030910609858,2.174649176282131e-06,0.09899294708744645,0.17980078309883396,1.7520926402623325e-16,1.094183795934496e-15,1.0800647633753303e-15,1.1665398930850083e-30,165.215313150133,0.0,200.0,1468.3777777777777,1.0,3985.0,3984.0,0.022727272727272728
DF_E_2000027.flac,spoof,-3.564595664348329e-17,1.1881985547827762e-17,0.3934124598038066,0.0,-4.752794219131105e-17,-8.911489160870822e-18,0.0,2.9704963869569404e-17,-2.2278722902177055e-18,0.03712954447732813,-0.18160640312116358,0.04649805447470817,0.062065669644509616,0.033435038644891134,5.146556281676193e-15,257062.0,125.0,1159.1468712041171,6.217309045474511e-13,125.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,2.4119240839912344,31786.183772012384,4417.266485398386,0,4347.611730449182,4418.233082706767,1.6029890306847016e-05,0.06685804245967487,0.10289284491612462,5.146556281676193e-15,2.3748292835700823e-14,2.318392484135804e-14,5.374943710497384e-28,146.26527716413494,79.20792079207921,200.0,827.8421052631579,63.0,3985.0,3922.0,0.05555555555555555
DF_E_2000028.flac,spoof,0.0,7.33652798926278e-18,0.3934117695640917,0.0,-7.33652798926278e-18,0.0,2.934611195705112e-17,1.467305597852556e-17,2.751197995973542e-18,0.037142518786038706,-0.18160616025414297,0.04649805447470817,0.062065669644509616,0.033435038644891134,6.08136504321235e-16,257062.0,94.0,1159.1468712041171,7.507824542314866e-14,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,1.7246821923845228,8641.73631659056,1393.7956680761204,0,1135.0874697869303,4800.408664974538,4.699304926509541e-06,0.13113612405976444,0.11331462556542134,6.08136504321235e-16,3.804859893233347e-15,3.755945792905913e-15,1.410712879924763e-29,144.824169920493,74.76635514018692,200.0,1522.9545454545455,63.0,3923.0,3860.0,0.047619047619047616
DF_E_2000031.flac,spoof,-1.645197998929998e-17,2.7419966648833298e-17,0.3934123678354877,5.6971604971995e-17,9.139988882944432e-18,-7.311991106355547e-18,0.0,1.096798665953332e-17,0.0,0.03713449999869724,-0.18160635722103693,0.04649805447470817,0.062065669644509616,0.033435038644891134,2.876066241277747e-14,257062.0,63.0,1159.1468712041171,3.4529444059034787e-12,63.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,2.5310245838347374,4447.51329956887,2610.9587687951603,0,2332.8557557760505,4766.509106642828,4.427959068434575e-05,0.11103395083882722,0.1542275464230073,2.876066241277747e-14,1.2903506946837363e-13,1.2578900369382952e-13,1.5822873450286254e-26,165.31272834818733,74.07407407407408,200.0,1916.7058823529412,63.0,3985.0,3922.0,0.0303030303030303
DF_E_2000032.flac,spoof,3.94432922309334e-17,-1.4086890082476212e-17,0.393412391346389,0.0,7.043445041238106e-18,-2.1130335123714318e-17,-1.6904268098971454e-17,3.099115818144767e-17,-5.634756032990485e-18,0.03713431119184104,-0.18160636677419018,0.04649805447470817,0.062065669644509616,0.033435038644891134,2.3290107827755544e-15,257062.0,94.0,1159.1468712041171,2.7570374021772236e-13,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,3.041582754188851,13335.260525579864,4912.383706387096,0,4357.505350303079,5751.449330396698,1.4780586613853558e-05,0.10905272621989043,0.144867308253135,2.3290107827755544e-15,9.018304758720299e-15,8.712377947200889e-15,7.590552949487238e-29,175.7299732870912,79.60199004975124,200.0,958.6829268292682,1.0,2709.0,2708.0,0.025
DF_E_2000040.flac,spoof,1.9270143228207845e-17,-1.4014649620514797e-17,0.39341248210178464,-5.465713352000771e-17,7.007324810257399e-18,-7.007324810257399e-18,nan,1.1386902816668272e-17,nan,0.037131078496973106,-0.1816063920191961,0.04649805447470817,0.062065669644509616,0.033435038644891134,1.7256277646186795e-16,257062.0,125.0,1159.1468712041171,2.0829982326900452e-14,125.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,2.6827028774171198,210851.54406138347,9735.244315787344,0,9371.375573487803,4247.055137844612,3.212876349982835e-06,0.06618782763198776,0.10142337976983647,1.7256277646186795e-16,6.13329592355923e-16,5.885535464503242e-16,3.46395277039254e-31,137.79410251452526,0.0,200.0,1238.5714285714287,1.0,3954.0,3953.0,0.029411764705882353
DF_E_2000042.flac,spoof,-1.0098315661895188e-17,-5.049157830947594e-18,0.3934123840554556,-3.966050504853167e-17,2.5245789154737972e-17,-2.0827776052658825e-17,-1.2622894577368986e-17,-2.5245789154737972e-17,-2.0196631323790376e-17,0.03713551576054052,-0.18160636920296402,0.04649805447470817,0.062065669644509616,0.033435038644891134,1.7119487217244813e-15,257062.0,94.0,1159.1468712041171,2.09106792981279e-13,94.0,1993.0,3985.0,3985.0,0.0,5.8789045063913615e-05,-1.2001639362051586,2.5060474664359993,3466.1058386716254,1039.971697505855,0,871.6078874735078,6739.933734563166,9.72408670199836e-06,0.0835115243418335,0.07426562454600923,1.7119487217244813e-15,7.39839461815592e-15,7.197601996508587e-15,5.18054745001444e-29,145.28416935016043,78.81773399014779,200.0,831.1578947368421,63.0,3923.0,3860.0,0.05555555555555556
